Year,Month,Day,Hour,Minute,Occupancy
2018,2,6,19,26,Occupied
2018,2,6,20,25,Occupied
2018,1,16,1,25,Empty
2018,1,26,13,2,Empty
2018,2,15,8,7,Empty
2018,2,15,8,13,Empty
2018,2,14,21,39,Occupied
2018,2,14,23,3,Empty
2018,2,15,0,6,Empty
2018,2,7,17,30,Empty
2018,2,7,18,12,Empty
2018,2,7,18,54,Empty
2018,2,7,18,59,Occupied
2018,2,8,9,6,Empty
2018,2,8,12,11,Occupied
2018,2,8,12,53,Empty
2018,1,28,10,56,Empty
2018,1,28,11,57,Empty
2018,1,28,14,16,Empty
2018,1,21,22,42,Empty
2018,1,21,23,27,Empty
2018,1,22,2,5,Empty
2018,1,22,2,28,Empty
2018,1,22,2,44,Empty
2018,1,13,19,2,Empty
2018,1,13,20,23,Occupied
2018,1,13,20,28,Occupied
2018,1,13,21,18,Empty
2018,1,22,6,38,Empty
2018,2,7,11,45,Empty
2018,2,7,11,57,Empty
2018,2,7,12,27,Occupied
2018,2,7,12,44,Empty
2018,2,7,13,32,Empty
2018,2,8,21,33,Empty
2018,2,8,22,6,Occupied
2018,2,8,23,20,Occupied
2018,2,8,23,42,Occupied
2018,2,8,23,59,Empty
2018,1,12,16,37,Empty
2018,2,12,18,38,Empty
2018,2,12,18,44,Empty
2018,2,12,19,37,Occupied
2018,1,27,10,22,Empty
2018,1,27,10,34,Empty
2018,1,27,10,58,Empty
2018,1,27,11,47,Empty
2018,1,27,12,22,Empty
2018,1,27,12,53,Empty
2018,1,27,12,59,Empty
2018,1,27,13,16,Empty
2018,1,13,0,0,Occupied
2018,1,13,0,15,Occupied
2018,2,8,13,54,Empty
2018,2,8,14,18,Empty
2018,2,13,8,0,Empty
2018,2,13,10,7,Empty
2018,2,13,10,13,Empty
2018,2,14,3,25,Empty
2018,1,19,18,31,Occupied
2018,1,14,22,56,Empty
2018,1,15,0,36,Empty
2018,1,22,19,47,Empty
2018,1,22,20,9,Empty
2018,1,22,21,52,Empty
2018,2,16,2,43,Empty
2018,2,16,3,33,Empty
2018,2,16,3,44,Occupied
2018,2,16,3,50,Empty
2018,1,6,8,53,Empty
2018,2,15,9,56,Empty
2018,1,29,0,16,Occupied
2018,1,27,12,10,Occupied
2018,1,27,13,22,Empty
2018,1,27,13,28,Empty
2018,1,27,13,46,Empty
2018,1,27,14,41,Empty
2018,2,14,12,13,Empty
2018,1,29,16,48,Occupied
2018,1,29,17,22,Empty
2018,1,29,17,28,Empty
2018,1,29,18,1,Occupied
2018,1,5,18,4,Empty
2018,1,5,19,39,Empty
2018,1,5,22,2,Empty
2018,1,5,22,8,Empty
2018,1,5,22,14,Occupied
2018,1,13,10,31,Empty
2018,1,13,12,7,Empty
2018,2,15,20,10,Occupied
2018,1,29,23,46,Empty
2018,2,16,4,57,Empty
2018,2,16,5,59,Empty
2018,2,16,6,37,Empty
2018,2,16,6,56,Empty
2018,2,16,7,21,Empty
2018,2,9,10,23,Occupied
2018,1,15,8,18,Empty
2018,2,16,8,39,Empty
2018,2,16,9,28,Empty
2018,1,26,21,59,Empty
2018,1,26,22,15,Empty
2018,1,26,22,32,Empty
2018,1,26,14,1,Occupied
2018,1,26,14,6,Occupied
2018,1,26,14,11,Occupied
2018,1,26,14,55,Empty
2018,1,29,1,53,Empty
2018,1,29,4,6,Empty
2018,1,29,5,9,Empty
2018,2,16,12,58,Empty
2018,2,16,14,40,Empty
2018,1,29,2,28,Empty
2018,1,29,3,24,Empty
2018,1,29,3,38,Empty
2018,1,23,11,50,Empty
2018,1,22,11,47,Empty
2018,1,29,0,4,Empty
2018,1,29,0,11,Empty
2018,1,29,0,36,Empty
2018,1,29,1,11,Empty
2018,1,29,1,18,Empty
2018,1,29,2,14,Empty
2018,1,30,8,40,Empty
2018,1,30,0,53,Empty
2018,1,30,1,28,Empty
2018,1,30,1,58,Empty
2018,1,30,3,9,Empty
2018,1,30,3,30,Empty
2018,1,30,4,19,Empty
2018,1,7,17,55,Empty
2018,1,7,18,44,Empty
2018,1,7,20,33,Occupied
2018,1,15,20,27,Empty
2018,1,15,21,2,Occupied
2018,1,15,21,8,Empty
2018,1,15,14,30,Empty
2018,1,15,14,49,Empty
2018,1,15,17,9,Empty
2018,1,15,17,22,Empty
2018,1,15,17,44,Empty
2018,2,17,7,57,Empty
2018,2,17,8,15,Empty
2018,2,17,8,57,Empty
2018,1,20,8,12,Empty
2018,1,20,9,55,Empty
2018,1,20,10,14,Empty
2018,1,20,11,5,Empty
2018,1,20,11,12,Empty
2018,1,29,3,31,Empty
2018,1,29,3,45,Empty
2018,1,29,3,52,Empty
2018,1,29,4,48,Empty
2018,1,29,5,43,Empty
2018,1,29,6,39,Empty
2018,1,29,7,32,Empty
2018,1,21,8,34,Empty
2018,1,21,8,46,Empty
2018,1,21,10,46,Occupied
2018,2,15,11,7,Empty
2018,2,15,11,12,Occupied
2018,2,15,11,17,Occupied
2018,2,15,11,45,Occupied
2018,2,15,11,58,Empty
2018,1,30,15,25,Occupied
2018,1,30,16,32,Empty
2018,1,22,11,53,Empty
2018,1,22,12,38,Occupied
2018,2,15,23,18,Occupied
2018,2,16,1,29,Empty
2018,2,16,1,42,Empty
2018,2,16,3,26,Empty
2018,2,16,4,40,Empty
2018,1,20,14,55,Occupied
2018,1,20,15,16,Occupied
2018,1,20,15,42,Occupied
2018,1,20,15,59,Occupied
2018,2,15,21,35,Empty
2018,2,15,23,6,Occupied
2018,2,15,23,52,Empty
2018,2,16,0,9,Empty
2018,2,16,1,4,Empty
2018,1,22,11,41,Empty
2018,1,24,6,48,Empty
2018,1,13,1,28,Empty
2018,1,13,2,7,Empty
2018,1,13,2,20,Empty
2018,1,13,4,12,Empty
2018,1,6,12,33,Empty
2018,1,6,12,45,Empty
2018,1,6,12,57,Empty
2018,1,6,13,3,Empty
2018,1,6,13,34,Empty
2018,1,6,14,10,Empty
2018,1,6,15,23,Empty
2018,1,6,15,47,Empty
2018,1,6,17,0,Empty
2018,1,6,18,13,Empty
2018,2,16,14,58,Empty
2018,2,16,15,16,Empty
2018,1,22,7,36,Empty
2018,1,13,10,1,Empty
2018,1,13,10,6,Occupied
2018,1,13,11,1,Empty
2018,1,13,11,55,Empty
2018,2,14,12,19,Empty
2018,2,16,17,48,Empty
2018,2,16,18,25,Empty
2018,2,16,18,38,Occupied
2018,2,16,19,14,Empty
2018,2,12,16,1,Occupied
2018,1,15,23,8,Empty
2018,1,16,0,5,Empty
2018,1,26,21,40,Occupied
2018,2,7,14,19,Empty
2018,2,7,14,49,Empty
2018,2,7,16,19,Empty
2018,1,5,21,31,Occupied
2018,1,12,15,6,Occupied
2018,1,24,3,29,Empty
2018,1,24,4,25,Empty
2018,1,13,17,51,Empty
2018,1,13,18,5,Empty
2018,1,27,21,48,Occupied
2018,1,27,21,53,Occupied
2018,1,27,22,54,Empty
2018,1,28,0,46,Empty
2018,1,28,1,0,Empty
2018,1,13,14,23,Occupied
2018,1,13,15,40,Empty
2018,1,12,10,42,Empty
2018,2,11,15,4,Empty
2018,2,11,15,22,Empty
2018,2,11,15,28,Empty
2018,2,11,15,34,Empty
2018,2,11,16,30,Empty
2018,1,20,4,8,Empty
2018,1,20,4,39,Empty
2018,1,20,4,47,Empty
2018,2,17,1,39,Empty
2018,2,17,2,25,Empty
2018,2,17,4,21,Occupied
2018,2,17,4,26,Occupied
2018,2,17,4,36,Occupied
2018,2,17,5,11,Empty
2018,2,17,5,38,Empty
2018,2,17,5,52,Empty
2018,2,11,2,49,Empty
2018,2,11,3,31,Occupied
2018,2,11,4,58,Empty
2018,2,6,21,37,Empty
2018,2,6,23,16,Occupied
2018,2,7,0,39,Empty
2018,1,22,7,23,Empty
2018,1,22,7,48,Occupied
2018,1,27,10,46,Empty
2018,1,27,10,52,Empty
2018,1,27,11,23,Empty
2018,1,12,19,26,Empty
2018,1,12,20,12,Empty
2018,1,12,21,5,Occupied
2018,1,12,21,53,Occupied
2018,1,30,8,28,Empty
2018,2,15,15,43,Occupied
2018,2,15,19,6,Empty
2018,1,14,12,22,Empty
2018,1,14,13,58,Empty
2018,1,14,14,22,Empty
2018,1,14,14,52,Empty
2018,1,14,15,4,Empty
2018,1,14,15,10,Empty
2018,2,7,16,37,Occupied
2018,1,30,11,48,Empty
2018,1,30,12,55,Empty
2018,2,6,14,25,Occupied
2018,2,6,15,8,Empty
2018,2,6,17,26,Empty
2018,2,6,17,32,Empty
2018,1,23,18,55,Empty
2018,1,23,19,30,Empty
2018,1,23,20,38,Occupied
2018,2,14,6,18,Empty
2018,1,12,14,38,Empty
2018,1,15,0,29,Empty
2018,1,12,18,24,Empty
2018,2,12,13,50,Empty
2018,2,11,4,19,Empty
2018,2,11,10,35,Empty
2018,2,11,10,47,Empty
2018,2,11,12,5,Empty
2018,2,11,12,38,Empty
2018,1,14,16,36,Occupied
2018,1,14,17,53,Empty
2018,1,14,18,27,Empty
2018,2,13,3,7,Occupied
2018,2,13,4,11,Occupied
2018,2,13,4,54,Occupied
2018,2,13,5,5,Empty
2018,2,13,5,11,Occupied
2018,2,13,7,9,Occupied
2018,1,13,4,26,Empty
2018,1,13,5,18,Empty
2018,1,15,5,38,Empty
2018,1,15,7,41,Empty
2018,2,7,12,33,Empty
2018,2,7,13,20,Empty
2018,2,7,15,6,Empty
2018,1,15,0,23,Empty
2018,1,15,2,28,Empty
2018,1,15,3,24,Empty
2018,2,8,17,18,Occupied
2018,2,8,20,43,Empty
2018,2,8,21,21,Occupied
2018,1,5,13,9,Occupied
2018,1,5,13,31,Occupied
2018,1,5,14,17,Empty
2018,2,12,16,57,Empty
2018,2,12,17,21,Occupied
2018,2,12,18,56,Occupied
2018,2,12,23,29,Occupied
2018,2,13,0,30,Occupied
2018,2,13,2,19,Empty
2018,2,9,10,59,Empty
2018,1,28,7,24,Empty
2018,1,28,7,42,Empty
2018,1,28,8,0,Empty
2018,1,28,9,50,Empty
2018,1,28,9,56,Empty
2018,1,28,10,2,Empty
2018,1,13,8,31,Empty
2018,1,13,8,43,Empty
2018,1,13,9,43,Occupied
2018,1,13,11,27,Occupied
2018,2,10,10,25,Occupied
2018,2,10,12,35,Empty
2018,2,10,13,5,Empty
2018,2,10,13,17,Empty
2018,1,15,6,54,Empty
2018,2,13,8,6,Empty
2018,2,13,9,19,Empty
2018,2,13,9,31,Empty
2018,2,15,10,2,Empty
2018,2,15,10,20,Empty
2018,2,15,12,4,Empty
2018,2,15,12,15,Empty
2018,2,15,12,26,Occupied
2018,2,15,13,9,Empty
2018,2,8,1,17,Empty
2018,2,8,2,26,Empty
2018,1,23,9,0,Empty
2018,1,23,9,12,Empty
2018,1,23,21,29,Occupied
2018,1,23,22,16,Occupied
2018,1,23,22,38,Occupied
2018,2,15,8,43,Empty
2018,2,11,5,48,Empty
2018,2,11,6,43,Empty
2018,2,11,7,33,Empty
2018,2,11,8,22,Empty
2018,1,12,21,38,Occupied
2018,1,12,21,48,Occupied
2018,1,15,22,25,Empty
2018,1,15,23,20,Empty
2018,1,12,15,54,Empty
2018,2,9,13,43,Occupied
2018,2,9,14,12,Empty
2018,2,7,3,42,Empty
2018,2,7,4,4,Empty
2018,2,13,5,36,Occupied
2018,2,13,6,28,Occupied
2018,2,13,6,59,Occupied
2018,2,13,7,14,Occupied
2018,2,10,11,11,Empty
2018,2,10,11,41,Empty
2018,2,10,12,16,Occupied
2018,2,10,12,22,Empty
2018,2,10,12,47,Empty
2018,2,10,13,23,Empty
2018,2,10,13,29,Empty
2018,2,10,13,35,Empty
2018,2,7,15,13,Empty
2018,2,7,15,37,Empty
2018,2,7,15,49,Empty
2018,1,23,3,0,Occupied
2018,1,21,8,40,Empty
2018,1,21,9,22,Empty
2018,1,21,9,41,Empty
2018,1,21,10,17,Empty
2018,1,21,10,29,Empty
2018,1,21,11,3,Occupied
2018,1,21,12,5,Occupied
2018,1,21,12,17,Empty
2018,1,15,1,24,Empty
2018,2,10,6,53,Empty
2018,2,10,7,43,Empty
2018,2,10,8,7,Empty
2018,2,10,9,7,Empty
2018,2,10,9,44,Empty
2018,1,14,4,1,Empty
2018,1,14,4,10,Empty
2018,1,14,5,37,Empty
2018,1,14,5,56,Empty
2018,2,14,16,56,Empty
2018,2,8,11,15,Occupied
2018,2,8,11,36,Empty
2018,1,12,23,24,Occupied
2018,1,15,18,52,Empty
2018,1,15,19,34,Empty
2018,1,15,20,39,Empty
2018,1,15,20,51,Empty
2018,1,15,21,25,Empty
2018,1,15,21,49,Empty
2018,1,15,22,31,Empty
2018,1,22,3,39,Empty
2018,2,14,19,22,Occupied
2018,2,14,19,44,Occupied
2018,2,14,19,50,Empty
2018,2,14,22,8,Empty
2018,2,14,22,18,Occupied
2018,2,14,22,23,Occupied
2018,1,15,16,1,Empty
2018,1,15,16,26,Empty
2018,1,26,20,57,Occupied
2018,1,26,21,13,Occupied
2018,1,15,3,3,Empty
2018,1,15,3,31,Empty
2018,1,15,4,35,Empty
2018,1,15,5,59,Empty
2018,2,8,15,43,Empty
2018,2,8,15,55,Empty
2018,2,8,16,31,Occupied
2018,2,8,16,49,Empty
2018,2,8,17,13,Empty
2018,2,8,18,32,Empty
2018,2,8,18,37,Occupied
2018,1,20,17,12,Empty
2018,1,20,17,30,Empty
2018,1,20,18,37,Occupied
2018,1,20,19,15,Empty
2018,1,20,19,26,Empty
2018,1,30,17,34,Occupied
2018,1,30,18,1,Occupied
2018,1,30,18,34,Occupied
2018,1,28,7,54,Empty
2018,1,28,8,43,Empty
2018,1,28,8,49,Empty
2018,2,8,18,43,Empty
2018,2,7,14,13,Occupied
2018,2,7,14,55,Empty
2018,1,7,6,49,Empty
2018,1,7,9,45,Empty
2018,1,7,11,22,Empty
2018,1,7,12,29,Empty
2018,1,7,12,41,Empty
2018,1,7,13,17,Empty
2018,1,7,14,12,Empty
2018,1,7,14,30,Empty
2018,1,7,15,0,Empty
2018,1,7,16,19,Empty
2018,1,7,16,43,Empty
2018,1,12,12,31,Occupied
2018,1,12,12,32,Occupied
2018,1,12,12,50,Empty
2018,1,12,12,44,Occupied
2018,1,12,12,56,Empty
2018,1,12,13,19,Occupied
2018,1,12,13,31,Empty
2018,1,12,13,37,Empty
2018,1,6,18,25,Empty
2018,1,6,18,55,Empty
2018,1,6,19,7,Empty
2018,1,6,20,12,Occupied
2018,1,6,21,39,Occupied
2018,1,6,22,24,Empty
2018,1,6,22,30,Empty
2018,1,6,22,54,Empty
2018,1,6,23,6,Empty
2018,1,6,23,42,Empty
2018,1,7,0,11,Empty
2018,1,7,0,41,Empty
2018,1,7,1,38,Empty
2018,1,7,2,10,Empty
2018,1,30,12,6,Empty
2018,2,7,19,16,Occupied
2018,2,7,19,56,Occupied
2018,2,7,20,12,Occupied
2018,2,7,20,44,Empty
2018,2,7,21,44,Empty
2018,2,7,22,2,Empty
2018,2,7,22,44,Empty
2018,2,8,0,15,Empty
2018,1,13,1,3,Empty
2018,1,13,1,16,Empty
2018,1,13,2,1,Empty
2018,1,13,2,47,Empty
2018,1,12,20,22,Occupied
2018,1,12,20,50,Occupied
2018,1,12,21,0,Occupied
2018,1,12,21,21,Occupied
2018,1,12,21,58,Occupied
2018,1,12,23,29,Occupied
2018,1,12,23,44,Occupied
2018,1,22,17,46,Occupied
2018,1,22,19,35,Occupied
2018,1,22,21,5,Occupied
2018,1,15,8,49,Empty
2018,1,15,8,55,Empty
2018,1,27,8,26,Empty
2018,1,27,10,3,Empty
2018,1,27,10,16,Empty
2018,1,27,13,10,Occupied
2018,2,10,20,20,Occupied
2018,2,13,12,13,Empty
2018,2,13,12,25,Empty
2018,1,15,9,37,Empty
2018,1,29,0,29,Empty
2018,1,29,9,50,Occupied
2018,1,29,10,46,Empty
2018,1,29,10,53,Empty
2018,1,12,10,24,Empty
2018,1,12,10,30,Empty
2018,1,12,19,37,Occupied
2018,1,20,10,37,Occupied
2018,1,20,10,59,Empty
2018,1,20,11,17,Occupied
2018,1,20,11,47,Empty
2018,1,20,11,58,Occupied
2018,1,20,12,32,Occupied
2018,1,20,12,58,Occupied
2018,1,13,0,27,Occupied
2018,1,13,0,51,Empty
2018,1,13,1,54,Empty
2018,1,13,3,0,Empty
2018,1,15,0,42,Empty
2018,2,11,12,51,Empty
2018,2,11,13,14,Occupied
2018,1,23,9,54,Empty
2018,1,23,10,31,Empty
2018,1,20,9,31,Empty
2018,1,20,12,15,Empty
2018,1,20,5,26,Empty
2018,1,20,6,29,Empty
2018,1,20,6,44,Empty
2018,1,20,6,52,Empty
2018,1,29,16,53,Occupied
2018,1,29,17,4,Occupied
2018,1,14,5,46,Empty
2018,1,14,8,26,Empty
2018,2,14,1,30,Empty
2018,2,14,3,18,Empty
2018,2,14,3,33,Empty
2018,1,27,4,21,Empty
2018,1,30,11,54,Empty
2018,1,30,12,24,Empty
2018,1,30,13,36,Empty
2018,2,7,12,3,Empty
2018,2,7,13,44,Empty
2018,2,7,14,7,Occupied
2018,1,7,17,13,Empty
2018,1,7,19,8,Empty
2018,1,7,20,15,Empty
2018,1,7,21,26,Empty
2018,1,7,21,38,Empty
2018,1,7,21,57,Empty
2018,1,7,22,3,Empty
2018,1,7,22,34,Empty
2018,2,9,0,54,Empty
2018,2,9,1,31,Empty
2018,1,22,3,8,Empty
2018,1,22,5,13,Empty
2018,1,22,5,29,Empty
2018,1,22,5,36,Empty
2018,1,6,19,1,Empty
2018,1,6,19,43,Empty
2018,1,6,20,18,Empty
2018,2,8,17,43,Empty
2018,2,8,18,26,Empty
2018,2,8,20,15,Empty
2018,2,17,10,53,Empty
2018,2,17,11,5,Occupied
2018,2,8,15,31,Empty
2018,2,8,15,37,Empty
2018,2,8,16,7,Empty
2018,2,8,17,1,Occupied
2018,2,8,17,7,Empty
2018,2,8,17,30,Empty
2018,2,16,17,6,Empty
2018,2,16,18,2,Empty
2018,2,16,18,51,Empty
2018,2,12,21,35,Empty
2018,2,12,23,7,Empty
2018,1,22,12,11,Occupied
2018,1,22,13,50,Occupied
2018,1,22,14,20,Empty
2018,1,22,15,14,Empty
2018,2,7,6,30,Empty
2018,2,7,6,38,Empty
2018,2,7,7,36,Empty
2018,2,7,9,1,Empty
2018,1,20,18,42,Occupied
2018,1,20,20,30,Occupied
2018,1,20,21,43,Empty
2018,1,20,21,54,Occupied
2018,1,29,18,41,Occupied
2018,1,29,19,31,Occupied
2018,1,29,20,5,Occupied
2018,1,29,22,5,Empty
2018,1,21,9,28,Empty
2018,1,21,10,35,Empty
2018,1,21,11,13,Occupied
2018,1,21,11,59,Empty
2018,1,21,12,35,Empty
2018,1,29,15,53,Occupied
2018,2,6,13,19,Occupied
2018,2,6,14,31,Occupied
2018,2,6,15,19,Occupied
2018,2,6,15,37,Empty
2018,2,15,10,8,Empty
2018,2,15,10,14,Empty
2018,2,17,11,23,Empty
2018,1,14,7,18,Empty
2018,1,14,7,38,Empty
2018,1,14,8,51,Empty
2018,1,29,15,11,Empty
2018,2,16,7,39,Empty
2018,2,16,8,33,Empty
2018,1,14,10,52,Empty
2018,2,9,13,13,Empty
2018,2,9,13,37,Empty
2018,2,9,14,24,Empty
2018,2,9,14,50,Occupied
2018,2,9,15,27,Empty
2018,2,9,15,57,Empty
2018,1,14,11,16,Empty
2018,1,14,12,28,Empty
2018,1,14,13,9,Empty
2018,1,21,18,23,Occupied
2018,1,21,22,11,Empty
2018,1,21,23,35,Empty
2018,2,15,12,9,Occupied
2018,1,12,12,29,Occupied
2018,1,12,13,25,Empty
2018,1,26,12,50,Occupied
2018,1,21,6,1,Empty
2018,1,21,6,48,Empty
2018,1,21,6,56,Empty
2018,1,21,7,4,Empty
2018,1,21,7,11,Empty
2018,1,21,7,26,Empty
2018,1,21,8,10,Empty
2018,1,21,8,22,Empty
2018,1,21,8,52,Empty
2018,1,21,9,35,Empty
2018,1,21,9,53,Empty
2018,1,21,10,11,Empty
2018,2,16,20,3,Occupied
2018,2,16,20,57,Occupied
2018,2,16,21,52,Occupied
2018,1,29,21,7,Empty
2018,1,29,21,18,Occupied
2018,1,7,6,37,Empty
2018,1,7,7,13,Empty
2018,1,7,8,44,Empty
2018,2,13,19,13,Empty
2018,2,13,19,41,Occupied
2018,2,13,20,45,Occupied
2018,2,16,15,4,Empty
2018,2,16,15,10,Empty
2018,2,16,15,41,Empty
2018,1,26,20,23,Occupied
2018,2,9,10,7,Occupied
2018,1,13,4,59,Empty
2018,1,22,0,13,Empty
2018,1,22,0,44,Empty
2018,1,22,1,41,Empty
2018,1,22,3,0,Empty
2018,1,22,3,15,Empty
2018,1,22,3,55,Empty
2018,1,22,4,10,Empty
2018,2,7,19,33,Empty
2018,2,8,6,30,Empty
2018,2,15,14,7,Empty
2018,2,15,15,0,Occupied
2018,2,9,15,45,Empty
2018,2,9,18,47,Occupied
2018,2,14,8,42,Empty
2018,2,14,8,48,Empty
2018,1,22,18,8,Occupied
2018,1,22,19,29,Empty
2018,1,22,19,57,Occupied
2018,2,7,9,31,Empty
2018,2,7,9,37,Empty
2018,2,15,11,1,Occupied
2018,2,15,11,30,Empty
2018,2,15,11,40,Occupied
2018,2,15,12,20,Occupied
2018,2,7,21,38,Empty
2018,2,7,22,20,Empty
2018,2,13,8,36,Empty
2018,2,15,9,38,Empty
2018,2,16,23,31,Empty
2018,2,17,0,14,Empty
2018,1,13,17,22,Empty
2018,1,19,12,58,Empty
2018,1,19,13,4,Empty
2018,1,19,14,54,Empty
2018,1,19,16,5,Empty
2018,1,19,16,22,Empty
2018,1,22,15,50,Empty
2018,1,22,16,33,Empty
2018,2,12,14,25,Empty
2018,2,12,14,31,Empty
2018,2,12,14,49,Empty
2018,1,21,12,54,Empty
2018,2,7,17,6,Empty
2018,2,7,19,22,Occupied
2018,2,10,22,9,Occupied
2018,2,10,22,31,Empty
2018,2,10,22,42,Occupied
2018,2,10,22,52,Occupied
2018,2,10,23,26,Occupied
2018,2,11,1,34,Empty
2018,2,11,1,49,Empty
2018,2,10,0,56,Occupied
2018,2,10,2,9,Empty
2018,2,10,4,22,Empty
2018,2,10,4,47,Empty
2018,1,15,13,31,Empty
2018,1,15,14,6,Empty
2018,1,29,4,27,Empty
2018,2,16,12,52,Empty
2018,2,16,14,4,Empty
2018,2,16,14,28,Empty
2018,1,26,23,9,Occupied
2018,1,26,23,20,Occupied
2018,1,27,0,23,Occupied
2018,2,15,18,19,Occupied
2018,2,15,20,21,Empty
2018,2,15,20,32,Occupied
2018,2,15,21,11,Occupied
2018,2,15,21,59,Empty
2018,1,19,15,47,Occupied
2018,1,19,17,12,Empty
2018,1,12,15,24,Empty
2018,1,19,19,44,Empty
2018,1,19,20,57,Empty
2018,1,13,19,59,Empty
2018,1,27,14,53,Empty
2018,1,27,15,5,Empty
2018,1,27,17,39,Empty
2018,2,7,20,7,Occupied
2018,2,7,21,7,Occupied
2018,2,7,22,26,Empty
2018,2,7,22,50,Empty
2018,2,10,23,43,Occupied
2018,2,11,0,41,Empty
2018,2,11,0,53,Occupied
2018,2,11,1,11,Empty
2018,2,11,1,17,Empty
2018,1,27,7,6,Empty
2018,1,27,7,26,Empty
2018,1,27,7,38,Empty
2018,1,27,8,8,Empty
2018,1,21,5,45,Empty
2018,1,21,8,16,Empty
2018,1,21,9,47,Empty
2018,1,15,14,36,Empty
2018,1,15,17,2,Empty
2018,1,15,18,40,Empty
2018,2,9,4,24,Empty
2018,2,9,5,17,Empty
2018,2,9,6,33,Empty
2018,2,9,8,3,Empty
2018,2,11,8,4,Empty
2018,2,11,8,46,Empty
2018,2,11,8,52,Occupied
2018,2,11,11,5,Empty
2018,1,15,15,43,Empty
2018,1,15,16,32,Empty
2018,1,15,16,56,Empty
2018,1,15,18,20,Empty
2018,1,15,18,58,Empty
2018,1,30,10,17,Empty
2018,2,6,13,36,Occupied
2018,2,6,13,42,Empty
2018,2,16,11,14,Empty
2018,2,16,11,37,Empty
2018,1,22,20,49,Occupied
2018,1,22,20,54,Occupied
2018,1,22,21,46,Occupied
2018,1,22,22,28,Occupied
2018,1,22,23,27,Empty
2018,1,22,23,56,Empty
2018,2,17,5,45,Empty
2018,2,17,6,19,Empty
2018,2,17,6,47,Empty
2018,2,17,7,9,Occupied
2018,2,17,7,45,Empty
2018,2,17,8,9,Empty
2018,1,30,18,16,Occupied
2018,1,30,18,50,Occupied
2018,1,30,12,36,Empty
2018,1,30,12,43,Empty
2018,2,10,13,53,Empty
2018,2,10,14,48,Empty
2018,2,10,14,54,Empty
2018,2,10,15,24,Empty
2018,2,15,19,53,Occupied
2018,2,15,21,53,Empty
2018,2,7,17,54,Empty
2018,2,7,18,0,Empty
2018,2,7,19,11,Occupied
2018,2,17,7,39,Empty
2018,2,17,9,16,Empty
2018,2,17,9,34,Empty
2018,1,29,13,17,Empty
2018,1,28,4,5,Empty
2018,1,28,4,39,Empty
2018,1,28,7,18,Empty
2018,1,28,8,7,Empty
2018,1,28,8,31,Empty
2018,2,9,13,31,Empty
2018,2,17,10,10,Empty
2018,2,17,11,41,Empty
2018,1,15,18,27,Empty
2018,1,15,21,13,Occupied
2018,1,15,21,37,Empty
2018,1,15,22,7,Empty
2018,1,15,22,56,Empty
2018,2,9,12,38,Occupied
2018,2,9,12,55,Empty
2018,2,9,14,39,Occupied
2018,1,19,22,58,Empty
2018,1,29,14,29,Occupied
2018,2,8,14,42,Empty
2018,1,14,0,55,Occupied
2018,1,14,2,3,Empty
2018,1,14,2,9,Empty
2018,1,14,2,40,Empty
2018,1,21,13,0,Empty
2018,1,21,13,34,Occupied
2018,1,21,13,40,Empty
2018,1,21,14,17,Occupied
2018,1,21,15,32,Empty
2018,2,15,19,41,Empty
2018,2,15,19,47,Empty
2018,2,15,20,15,Occupied
2018,2,15,20,26,Occupied
2018,1,27,23,15,Empty
2018,1,19,12,17,Empty
2018,1,19,13,28,Empty
2018,1,6,7,58,Empty
2018,1,6,9,17,Empty
2018,1,6,9,23,Empty
2018,1,6,9,58,Empty
2018,1,6,10,4,Empty
2018,1,6,10,10,Occupied
2018,1,6,10,15,Occupied
2018,1,6,14,4,Empty
2018,1,6,15,11,Empty
2018,2,17,10,59,Empty
2018,2,17,11,35,Empty
2018,1,14,10,9,Empty
2018,1,14,11,22,Empty
2018,1,14,11,40,Empty
2018,1,28,1,29,Empty
2018,1,28,2,5,Empty
2018,1,28,2,40,Empty
2018,1,28,3,57,Empty
2018,1,28,4,12,Empty
2018,1,8,7,51,Occupied
2018,1,13,5,12,Empty
2018,1,13,6,24,Empty
2018,1,13,8,1,Empty
2018,2,16,19,31,Occupied
2018,2,16,20,9,Occupied
2018,2,16,20,24,Occupied
2018,2,13,10,31,Empty
2018,2,13,11,18,Occupied
2018,2,13,11,30,Empty
2018,2,13,12,37,Empty
2018,2,13,12,55,Empty
2018,2,13,13,7,Empty
2018,1,26,23,35,Occupied
2018,2,15,11,35,Occupied
2018,1,30,0,11,Empty
2018,1,30,0,35,Empty
2018,1,30,1,15,Occupied
2018,1,30,2,48,Empty
2018,1,30,3,16,Empty
2018,2,14,9,55,Empty
2018,1,5,20,4,Empty
2018,1,30,16,48,Occupied
2018,1,30,17,7,Empty
2018,1,30,17,51,Occupied
2018,1,30,17,56,Occupied
2018,1,30,18,22,Empty
2018,2,13,17,21,Empty
2018,2,13,17,27,Empty
2018,2,14,20,35,Occupied
2018,1,13,19,31,Empty
2018,1,13,19,38,Empty
2018,1,13,20,11,Occupied
2018,1,30,7,2,Empty
2018,1,30,7,33,Empty
2018,1,15,20,2,Empty
2018,2,15,0,16,Occupied
2018,2,15,2,41,Empty
2018,2,15,3,5,Empty
2018,1,14,22,37,Empty
2018,1,14,23,40,Empty
2018,1,15,0,49,Empty
2018,1,15,1,2,Empty
2018,1,20,22,32,Empty
2018,1,21,0,18,Empty
2018,1,21,0,40,Occupied
